image_name,timestamp,cam_x,cam_y,cam_z,heading,pitch,roll
Image_D2_M12_000528.jpeg,1746801340,234939.877,2016636.924,2275.266,174.466,-79.995,144.705
Image_D2_M12_000529.jpeg,1746801342,234945.27,2016646.646,2273.512,173.061,-78.25,144.475
Image_D2_M12_000530.jpeg,1746801343,234950.288,2016656.155,2271.543,178.853,-77.73,150.516
Image_D2_M12_000531.jpeg,1746801345,234955.192,2016665.489,2269.447,178.47,-77.17,150.312
Image_D2_M12_000532.jpeg,1746801346,234959.925,2016674.302,2267.67,-173.764,-79.85,154.648
Image_D2_M12_000533.jpeg,1746801349,234966.669,2016682.014,2266.432,-148.119,-84.802,147.915
Image_D2_M12_000534.jpeg,1746801352,234976.515,2016681.977,2266.227,-99.15,-86.375,148.183
Image_D2_M12_000535.jpeg,1746801354,234986.154,2016677.226,2266.07,-156.294,-85.198,82.438
Image_D2_M12_000536.jpeg,1746801357,234994.478,2016671.638,2265.391,-159.345,-81.773,72.803
Image_D2_M12_000537.jpeg,1746801366,235003.192,2016667.596,2264.128,-175.717,-76.99,121.957
Image_D2_M12_000538.jpeg,1746801372,235008.193,2016675.919,2261.566,175.247,-71.108,145.496
Image_D2_M12_000539.jpeg,1746801376,235013.865,2016684.018,2258.741,-179.214,-74.801,142.269
Image_D2_M12_000540.jpeg,1746801379,235020.131,2016692.109,2256.485,-175.148,-77.719,146.256
Image_D2_M12_000541.jpeg,1746801382,235025.8,2016700.256,2254.621,172.039,-78.125,154.952
Image_D2_M12_000542.jpeg,1746801386,235022.355,2016709.398,2253.318,99.28,-81.458,155.543
Image_D2_M12_000543.jpeg,1746801388,235012.967,2016714.154,2253.389,83.986,-83.975,148.061
Image_D2_M12_000544.jpeg,1746801390,235003.709,2016718.656,2253.684,85.67,-84.177,149.614
Image_D2_M12_000545.jpeg,1746801392,234994.245,2016723.302,2254.1,75.033,-84.747,138.084
Image_D2_M12_000546.jpeg,1746801401,234985.158,2016727.616,2254.297,122.159,-82.542,173.192
Image_D2_M12_000547.jpeg,1746801405,234984.104,2016736.884,2252.898,176.874,-75.891,155.311
Image_D2_M12_000548.jpeg,1746801407,234989.142,2016746.312,2250.437,171.072,-77.421,139.695
Image_D2_M12_000549.jpeg,1746801409,234994.657,2016755.608,2248.672,167.139,-81.995,136.65
Image_D2_M12_000550.jpeg,1746801412,234999.829,2016764.405,2247.693,173.914,-83.718,135.399
Image_D2_M12_000551.jpeg,1746801416,235008.79,2016768.964,2246.899,-135.785,-84.193,137.687
Image_D2_M12_000552.jpeg,1746801419,235019.09,2016770.001,2246.277,-137.359,-83.053,141.433
Image_D2_M12_000553.jpeg,1746801421,235029.217,2016772.1,2245.555,-141.358,-83.616,141.797
Image_D2_M12_000554.jpeg,1746801423,235039.219,2016773.847,2244.867,-166.303,-82.497,108.897
Image_D2_M12_000555.jpeg,1746801428,235049.215,2016772.392,2243.75,-102.546,-85.777,126.134
Image_D2_M12_000556.jpeg,1746801430,235055.348,2016764.138,2243.902,-49.964,-87.788,161.428
Image_D2_M12_000557.jpeg,1746801432,235060.711,2016755.649,2244.209,-38.318,-88.5,174.774
Image_D2_M12_000558.jpeg,1746801433,235066.462,2016747.117,2244.517,-15.718,-88.667,-161.809
Image_D2_M12_000559.jpeg,1746801435,235073.008,2016737.565,2244.932,-13.679,-89.125,-159.55
Image_D2_M12_000560.jpeg,1746801436,235078.844,2016728.971,2245.25,19.04,-88.997,-127.512
Image_D2_M12_000561.jpeg,1746801437,235085.035,2016719.671,2245.633,8.796,-89.185,-138.226
Image_D2_M12_000562.jpeg,1746801439,235090.82,2016710.815,2245.989,-21.181,-89.346,-168.876
Image_D2_M12_000563.jpeg,1746801441,235096.183,2016702.315,2246.254,-38.774,-89.058,171.954
Image_D2_M12_000564.jpeg,1746801445,235101.46,2016693.49,2246.641,-74.533,-89.527,135.605
Image_D2_M12_000565.jpeg,1746801447,235106.502,2016684.538,2246.841,67.907,-89.665,-84.082
Image_D2_M12_000566.jpeg,1746801449,235111.621,2016674.667,2246.918,152.179,-88.986,-2.233
Image_D2_M12_000567.jpeg,1746801451,235116.299,2016664.548,2246.786,170.918,-87.476,13.858
Image_D2_M12_000568.jpeg,1746801452,235120.469,2016654.491,2246.397,179.168,-86.306,20.314
Image_D2_M12_000569.jpeg,1746801454,235124.659,2016643.871,2245.774,-172.596,-85.076,28.379
Image_D2_M12_000570.jpeg,1746801455,235128.465,2016634.189,2245.003,-178.202,-84.554,23.28
Image_D2_M12_000571.jpeg,1746801456,235132.646,2016623.851,2244.118,173.534,-84.253,15.608
Image_D2_M12_000572.jpeg,1746801457,235137.066,2016613.223,2243.184,175.4,-84.309,17.726
Image_D2_M12_000573.jpeg,1746801458,235140.953,2016604.015,2242.386,177.205,-84.452,19.95
Image_D2_M12_000574.jpeg,1746801459,235145.115,2016594.497,2241.572,-177.117,-84.619,26.686
Image_D2_M12_000575.jpeg,1746801460,235149.726,2016584.753,2240.734,178.953,-84.238,26.001
Image_D2_M12_000576.jpeg,1746801461,235154.987,2016575.172,2239.83,171.723,-84.32,21.718
Image_D2_M12_000577.jpeg,1746801462,235160.393,2016566.08,2238.989,173.95,-83.984,24.404
Image_D2_M12_000578.jpeg,1746801463,235165.414,2016557.311,2238.108,177.443,-84.345,24.794
Image_D2_M12_000579.jpeg,1746801464,235170.258,2016546.687,2237.165,168.141,-84.132,7.619
Image_D2_M12_000580.jpeg,1746801466,235173.369,2016535.576,2236.202,169.094,-84.138,-0.651
Image_D2_M12_000581.jpeg,1746801467,235174.989,2016524.205,2235.296,172.958,-84.624,-1.329
Image_D2_M12_000582.jpeg,1746801468,235176.161,2016513.036,2234.524,174.867,-85.342,1.514
Image_D2_M12_000583.jpeg,1746801469,235177.956,2016502.134,2233.901,-165.896,-85.928,26.099
Image_D2_M12_000584.jpeg,1746801470,235180.865,2016491.859,2233.403,-152.942,-86.203,46.607
Image_D2_M12_000585.jpeg,1746801472,235184.869,2016482.491,2233.091,-167.525,-87.867,40.13
Image_D2_M12_000586.jpeg,1746801473,235190.087,2016473.63,2232.909,-144.991,-88.119,67.33
Image_D2_M12_000587.jpeg,1746801474,235196.026,2016464.865,2232.775,-139.237,-88.009,75.5
Image_D2_M12_000588.jpeg,1746801475,235202.257,2016456.067,2232.684,-134.215,-87.935,80.776
Image_D2_M12_000589.jpeg,1746801476,235208.635,2016447.148,2232.585,-130.48,-87.725,84.781
Image_D2_M12_000590.jpeg,1746801478,235215.239,2016438.097,2232.474,-127.461,-87.504,89.04
Image_D2_M12_000591.jpeg,1746801479,235222.252,2016429.034,2232.378,-118.135,-87.518,99.922
Image_D2_M12_000592.jpeg,1746801480,235229.51,2016419.904,2232.297,-138.16,-87.955,79.766
Image_D2_M12_000593.jpeg,1746801481,235236.703,2016410.363,2232.165,-140.711,-88.018,74.209
Image_D2_M12_000594.jpeg,1746801482,235242.552,2016402.073,2232.084,-158.337,-88.7,57.187
Image_D2_M12_000595.jpeg,1746801483,235248.613,2016393.931,2232.027,-150.833,-88.396,66.167
Image_D2_M12_000596.jpeg,1746801484,235255.77,2016384.736,2231.939,-149.577,-88.031,68.162
Image_D2_M12_000597.jpeg,1746801486,235262.155,2016376.662,2231.855,-145.075,-87.928,72.772
Image_D2_M12_000598.jpeg,1746801487,235268.899,2016367.995,2231.738,-166.011,-88.372,50.597
Image_D2_M12_000599.jpeg,1746801489,235274.509,2016359.546,2231.687,-175.665,-87.553,31.102
Image_D2_M12_000600.jpeg,1746801494,235277.964,2016350.164,2231.633,-28.424,-88.41,161.978
Image_D2_M12_000601.jpeg,1746801496,235278.805,2016340.035,2231.917,-42.419,-88.587,135.852
Image_D2_M12_000602.jpeg,1746801497,235278.414,2016329.268,2232.235,-69.189,-87.888,108.013
Image_D2_M12_000603.jpeg,1746801499,235278.077,2016318.931,2232.434,-79.896,-88.288,99.035
Image_D2_M12_000604.jpeg,1746801500,235278.212,2016308.867,2232.58,-92.977,-87.366,88.449
Image_D2_M12_000605.jpeg,1746801501,235278.677,2016297.829,2232.676,-101.427,-87.672,81.111
Image_D2_M12_000606.jpeg,1746801502,235279.362,2016286.705,2232.805,-91.293,-88.644,93.018
Image_D2_M12_000607.jpeg,1746801504,235280.384,2016275.706,2232.98,-89.19,-88.292,96.095
Image_D2_M12_000608.jpeg,1746801505,235281.496,2016264.89,2233.202,-76.307,-88.62,109.293
Image_D2_M12_000609.jpeg,1746801506,235282.462,2016254.703,2233.466,-21.642,-89.094,163.046
Image_D2_M12_000610.jpeg,1746801507,235283.336,2016244.411,2233.736,28.977,-89.446,-146.4
Image_D2_M12_000611.jpeg,1746801508,235284.199,2016233.827,2233.948,-145.119,-89.812,38.499
Image_D2_M12_000612.jpeg,1746801510,235284.888,2016223.517,2234.103,-145.427,-89.119,37.559
Image_D2_M12_000613.jpeg,1746801511,235285.42,2016212.451,2234.188,-116.825,-88.605,63.622
Image_D2_M12_000614.jpeg,1746801512,235285.251,2016201.68,2234.271,-76.805,-89.298,100.139
Image_D2_M12_000615.jpeg,1746801514,235284.74,2016190.07,2234.402,-90.437,-88.926,87.073
Image_D2_M12_000616.jpeg,1746801515,235284.5,2016179.622,2234.491,-107.58,-88.979,72.03
Image_D2_M12_000617.jpeg,1746801516,235284.659,2016168.715,2234.602,-73.809,-89.498,107.596
Image_D2_M12_000618.jpeg,1746801517,235285.083,2016157.838,2234.742,-139.176,-89.198,42.939
Image_D2_M12_000619.jpeg,1746801519,235285.548,2016147.552,2234.827,-107.528,-89.203,74.679
Image_D2_M12_000620.jpeg,1746801520,235285.976,2016136.766,2234.936,-147.026,-88.891,33.253
Image_D2_M12_000621.jpeg,1746801522,235285.004,2016126.123,2234.995,-92.522,-88.368,65.995
Image_D2_M12_000622.jpeg,1746801525,235277.848,2016119.141,2235.342,-27.346,-86.941,78.818
Image_D2_M12_000623.jpeg,1746801527,235267.635,2016118.13,2236.017,-4.275,-87.546,80.014
Image_D2_M12_000624.jpeg,1746801540,235257.57,2016119.161,2236.529,-32.779,-87.591,77.989
Image_D2_M12_000625.jpeg,1746801543,235252.39,2016110.882,2236.722,-80.092,-87.132,85.264
